"Source","LinkType","Raw","Target","Exists"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\01-test-prep.md","wiki","content/references|References",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\01-test-prep.md","wiki","content/references|References",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\01-test-prep.md","wiki","content/references|References",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\01-test-prep.md","wiki","01-test-prep|Test Preparation Essentials","G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\01-test-prep.md","True"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\01-test-prep.md","wiki","02-Understanding Terms|Understanding Terms","G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\02-Understanding Terms.md","True"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\01-test-prep.md","wiki","03-cue-cards|Cue Cards as a Study Tool",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\01-test-prep.md","wiki","3-glossary|Glossary",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\01-test-prep.md","wiki","index.md|JASYTI's PMP KB Home","G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\index.md","True"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\01-test-prep.md","wiki","01-test-prep/index|Test Prep & Tactics",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\01-test-prep.md","wiki","03-lifecycle/index|Lifecycle of a Project",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\01-test-prep.md","wiki","02-pmbok/index|Theory Application",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\01-test-prep.md","wiki","05-tlg/index|Case Studies (6 vs. 7 in Action)",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\01-test-prep.md","wiki","02-pmbok-06/index|PMBOK 6 Standards",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\01-test-prep.md","wiki","02-pmbok/7-pmbok/index|PMBOK 7 Standards",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\02-Understanding Terms.md","wiki","content/references|References",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\02-Understanding Terms.md","wiki","04-glossarymd|Glossary,",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\02-Understanding Terms.md","wiki","content/references|References",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\02-Understanding Terms.md","wiki","content/05-tlg/index.md|The Last Gate",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\index.md","wiki","02-pmbok/index|Theory Application",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\index.md","wiki","05-tlg/index|Case Studies (6 & 7 in Action)",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\index.md","wiki","01-test-prep|Test Preparation Essentials","G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\01-test-prep.md","True"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\index.md","wiki","02-Understanding Terms|Understanding Terms","G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\02-Understanding Terms.md","True"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\index.md","wiki","03-cue-cards|Cue Cards as a Study Tool",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\index.md","wiki","3-glossary|Glossary",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\index.md","wiki","index.md|JASYTI's PMP KB Home","G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\index.md","True"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\index.md","wiki","01-test-prep/index|Test Prep & Tactics",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\index.md","wiki","03-lifecycle/index|Lifecycle of a Project",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\index.md","wiki","02-pmbok/index|Theory Application",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\index.md","wiki","05-tlg/index|Case Studies (6 vs. 7 in Action)",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\index.md","wiki","02-pmbok-06/index|PMBOK 6 Standards",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\01-test-prep\index.md","wiki","02-pmbok/7-pmbok/index|PMBOK 7 Standards",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\02-pmbok-06\01-stakeholder-communications.md","wiki","02-pmbok-06/index|Back to PMBOK 6 Explained â€“ Home",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\02-pmbok-06\01-stakeholder-communications.md","wiki","02-pmbok/7-pmbok/index|PMBOK 7 Explained â€“ Home",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\02-pmbok-06\01-stakeholder-communications.md","wiki","02-pmbok/index|02-PMBOK 6 & 7 Compare and Contrast",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\02-pmbok-06\01-stakeholder-communications.md","wiki","index|Back to JASYTIâ€™s PMP KB - HOME ","G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\02-pmbok-06\index.md","True"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\02-pmbok-06\02-risk-responses.md","wiki","02-pmbok-06/index|Back to PMBOK 6 Explained â€“ Home",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\02-pmbok-06\02-risk-responses.md","wiki","02-pmbok/7-pmbok/index|PMBOK 7 Explained â€“ Home",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\02-pmbok-06\02-risk-responses.md","wiki","02-pmbok/index|02-PMBOK 6 & 7 Compare and Contrast",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\02-pmbok-06\02-risk-responses.md","wiki","index|Back to JASYTIâ€™s PMP KB - HOME ","G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\02-pmbok-06\index.md","True"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\02-pmbok-06\03-eef-opa-cues.md","wiki","02-pmbok-06/index|Back to PMBOK 6 Explained â€“ Home",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\02-pmbok-06\03-eef-opa-cues.md","wiki","02-pmbok/7-pmbok/index|PMBOK 7 Explained â€“ Home",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\02-pmbok-06\03-eef-opa-cues.md","wiki","02-pmbok/index|02-PMBOK 6 & 7 Compare and Contrast",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\02-pmbok-06\03-eef-opa-cues.md","wiki","index|Back to JASYTIâ€™s PMP KB - HOME ","G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\02-pmbok-06\index.md","True"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\02-pmbok-06\04-change-config-control.md","wiki","02-pmbok-06/index|Back to PMBOK 6 Explained â€“ Home",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\02-pmbok-06\04-change-config-control.md","wiki","02-pmbok/7-pmbok/index|PMBOK 7 Explained â€“ Home",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\02-pmbok-06\04-change-config-control.md","wiki","02-pmbok/index|02-PMBOK 6 & 7 Compare and Contrast",,"False"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\02-pmbok-06\04-change-config-control.md","wiki","index|Back to JASYTIâ€™s PMP KB - HOME ","G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\02-pmbok-06\index.md","True"
"G:\00-repo-vault\s7-learning-center\r71-ttu\3302-cmpa-repo\content\02-pmbok-06\05-tailoring.md","wiki","05-pmbok/7-pmbok/tailoring/index|Tailoring in PMBOK 7",,"False"
